workerid,proliferate.condition,accuracy,category,conj1,conj2,dataType,id,internal_node_id,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
2068,All,,,we,the taste tester,critical,23,0.0-2.0-0.65,['is'],,,"Either we or the taste tester %is,are,am% listening to Taylor's new album.",153101,67,cloze,
2068,All,,,the cyclist,we,critical,38,0.0-2.0-0.66,['are'],,,"Either the cyclist or we %is,are,am% running the meeting.",155304,68,cloze,
2068,All,,,I,the altos,critical,12,0.0-2.0-0.67,['are'],,,"Either I or the altos %is,are,am% going to the moon.",156861,69,cloze,
2068,All,,,the journalist,the innkeeper,critical,41,0.0-2.0-0.68,['is'],,,"Either the journalist or the innkeeper %is,are,am% sunbathing on the beach.",158410,70,cloze,
2068,All,,,the diver,the miner,critical,43,0.0-2.0-0.69,['is'],,,"Either the diver or the miner %is,are,am% listening to the tale of Odysseus.",160690,71,cloze,
2068,All,,,the firefighter,I,critical,31,0.0-2.0-0.70,['am'],,,"Either the firefighter or I %is,are,am% touring the San Diego Zoo.",162279,72,cloze,
2068,All,,,I,the millionaires,filler_are,109,0.0-2.0-0.71,['are'],,,"Both I and the millionaires %is,are,am% meditating at the airport.",164673,73,cloze,
2068,All,,,I,null,filler_am,71,0.0-2.0-0.72,['am'],,,"I %is,are,am% eating my lunch.",168158,74,cloze,
2068,All,,,we,the assailant,critical,20,0.0-2.0-0.73,['are'],,,"Either we or the assailant %is,are,am% building a house.",169702,75,cloze,
2068,All,,,the fisherman,I,critical,32,0.0-2.0-0.74,['am'],,,"Either the fisherman or I %is,are,am% ordering for the table.",171507,76,cloze,
2068,All,,,Isaac,null,filler_is,116,0.0-2.0-0.75,['is'],,,"Isaac %is,are,am% planning to move to Kansas.",173019,77,cloze,
2068,All,,,Quinn,we,filler_are,95,0.0-2.0-0.76,['are'],,,"Both Quinn and we %is,are,am% brushing a cat.",176776,78,cloze,
2068,All,,,we,the lifeguards,filler_are,93,0.0-2.0-0.77,['are'],,,"Both we and the lifeguards %is,are,am% blowing kisses to the Queen.",181202,79,cloze,
2068,All,,,Ryan,null,filler_is,125,0.0-2.0-0.78,['is'],,,"Ryan %is,are,am% accusing the actor of being a nepo baby.",182597,80,cloze,
2068,All,,,the Real Housewives of Orlando,the graduate students,critical,65,0.0-2.0-0.79,['are'],,,"Either the Real Housewives of Orlando or the graduate students %is,are,am% moving to Nairobi.",191673,81,cloze,
2068,All,,,Matthew,null,filler_is,126,0.0-2.0-0.80,['is'],,,"Matthew %is,are,am% texting the group chat about the tea.",192865,82,cloze,
2068,All,,,I,null,filler_am,84,0.0-2.0-0.81,['am'],,,"I %is,are,am% laughing at myself in the mirror.",194230,83,cloze,
2068,All,,,we,I,critical,16,0.0-2.0-0.82,['are'],,,"Either we or I %is,are,am% building the Lego set.",196794,84,cloze,
2068,All,,,the clown,I,critical,33,0.0-2.0-0.83,['am'],,,"Either the clown or I %is,are,am% asking for more coffee.",199281,85,cloze,
2068,All,,,Finn,null,filler_is,128,0.0-2.0-0.84,['is'],,,"Finn %is,are,am% going to the Broadway show.",200414,86,cloze,
2068,All,,,we,the lizard people,critical,25,0.0-2.0-0.85,['are'],,,"Either we or the lizard people %is,are,am% looking for the meaning of life.",203510,87,cloze,
2068,All,,,the pianists,the sales associates,critical,67,0.0-2.0-0.86,['are'],,,"Either the pianists or the sales associates %is,are,am% adopting a family of kittens.",204913,88,cloze,
2068,All,,,I,null,filler_am,89,0.0-2.0-0.87,['am'],,,"I %is,are,am% rearranging my bedroom furniture.",205928,89,cloze,
2068,All,,,we,the engineer,critical,21,0.0-2.0-0.88,['is'],,,"Either we or the engineer %is,are,am% investing in cryptocurrency.",207455,90,cloze,
2068,All,,,I,we,critical,0,0.0-2.0-0.89,['are'],,,"Either I or we %is,are,am% eating the cake.",208765,91,cloze,
2068,All,,,the politician,I,critical,30,0.0-2.0-0.90,['am'],,,"Either the politician or I %is,are,am% debating morality with the guru.",212053,92,cloze,
2068,All,,,I,we,critical,2,0.0-2.0-0.91,['are'],,,"Either I or we %is,are,am% objecting to the wedding.",213284,93,cloze,
2068,All,,,we,the diplomats,critical,27,0.0-2.0-0.92,['are'],,,"Either we or the diplomats %is,are,am% running for public office.",214647,94,cloze,
2068,All,,,I,null,filler_am,74,0.0-2.0-0.93,['am'],,,"I %is,are,am% conversing with my mother.",215753,95,cloze,
2068,All,,,Natalie,I,filler_are,96,0.0-2.0-0.94,['am'],,,"Both Natalie and I %is,are,am% reading the dictionary cover to cover.",217273,96,cloze,
2068,All,,,I,the robots,critical,11,0.0-2.0-0.95,['are'],,,"Either I or the robots %is,are,am% going grocery shopping.",218623,97,cloze,
2068,All,,,Nora,Jasmine,filler_are,102,0.0-2.0-0.96,['is'],,,"Both Nora and Jasmine %is,are,am% drinking black coffee.",219942,98,cloze,
2068,All,,,Rachel,the fishers,filler_are,91,0.0-2.0-0.97,['are'],,,"Both Rachel and the fishers %is,are,am% planning a trip to Jupiter.",221278,99,cloze,
2068,All,,,Katherine,Quincy,filler_are,94,0.0-2.0-0.98,['is'],,,"Both Katherine and Quincy %is,are,am% failing Spanish class.",222560,100,cloze,
2068,All,,,Emily,I,filler_are,99,0.0-2.0-0.99,['are'],,,"Both Emily and I %is,are,am% waving through a window.",224093,101,cloze,
2068,All,,,Rose,null,filler_is,111,0.0-2.0-0.100,['is'],,,"Rose %is,are,am% opening the fridge.",226763,102,cloze,
2068,All,,,I,the singer,critical,7,0.0-2.0-0.101,['are'],,,"Either I or the singer %is,are,am% grading the term papers.",229760,103,cloze,
2068,All,,,I,null,filler_am,73,0.0-2.0-0.102,['am'],,,"I %is,are,am% reheating my day-old fries.",230832,104,cloze,
2068,All,,,I,the banshee,critical,9,0.0-2.0-0.103,['are'],,,"Either I or the banshee %is,are,am% helping others.",233881,105,cloze,
2068,All,,,Olive,null,filler_is,129,0.0-2.0-0.104,['is'],,,"Olive %is,are,am% shopping online for linen shirts.",235098,106,cloze,
2068,All,,,the pharmacists,the werewolves,critical,69,0.0-2.0-0.105,['are'],,,"Either the pharmacists or the werewolves %is,are,am% pleading with the Prime Minister.",237370,107,cloze,
2068,All,,,I,the city councilmembers,critical,10,0.0-2.0-0.106,['are'],,,"Either I or the city councilmembers %is,are,am% asking for assistance.",239276,108,cloze,
2068,All,,,we,I,critical,17,0.0-2.0-0.107,['am'],,,"Either we or I %is,are,am% signing up for karaoke.",240881,109,cloze,
2068,All,,,I,the hairdressers,filler_are,106,0.0-2.0-0.108,['are'],,,"Both I and the hairdressers %is,are,am% following a Bob Ross tutorial.",242743,110,cloze,
2068,All,,,I,null,filler_am,72,0.0-2.0-0.109,['am'],,,"I %is,are,am% getting my car detailed.",243784,111,cloze,
2068,All,,,Tristan,null,filler_is,127,0.0-2.0-0.110,['is'],,,"Tristan %is,are,am% working on a new iPad.",245030,112,cloze,
2068,All,,,the nutritionists,we,critical,59,0.0-2.0-0.111,['are'],,,"Either the nutritionists or we %is,are,am% calling for help.",246130,113,cloze,
2068,All,,,we,the neighbor,critical,22,0.0-2.0-0.112,['is'],,,"Either we or the neighbor %is,are,am% traveling the world.",248387,114,cloze,
2068,All,,,the professors,we,critical,56,0.0-2.0-0.113,['are'],,,"Either the professors or we %is,are,am% visiting the capital of Lithuania.",249401,115,cloze,
2068,All,,,the dog trainers,we,critical,58,0.0-2.0-0.114,['are'],,,"Either the dog trainers or we %is,are,am% inspiring others.",250547,116,cloze,
2068,All,,,I,the jugglers,critical,14,0.0-2.0-0.115,['are'],,,"Either I or the jugglers %is,are,am% helping the team win.",252004,117,cloze,
2068,All,,,we,the emperor,critical,24,0.0-2.0-0.116,['is'],,,"Either we or the emperor %is,are,am% writing a novel.",253533,118,cloze,
2068,All,,,I,null,filler_am,86,0.0-2.0-0.117,['am'],,,"I %is,are,am% trying to find my Halloween candy.",254583,119,cloze,
2068,All,,,I,null,filler_am,79,0.0-2.0-0.118,['am'],,,"I %is,are,am% teaching my cat Spanish.",255574,120,cloze,
2068,All,,,the warrior,I,critical,34,0.0-2.0-0.119,['are'],,,"Either the warrior or I %is,are,am% beginning to believe in luck.",257287,121,cloze,
2068,All,,,I,null,filler_am,70,0.0-2.0-0.120,['am'],,,"I %is,are,am% feeding my firstborn.",258166,122,cloze,
2068,All,,,Faith,I,filler_are,98,0.0-2.0-0.121,['are'],,,"Both Faith and I %is,are,am% participating in a beauty pageant.",261695,123,cloze,
2068,All,,,the angels,I,critical,52,0.0-2.0-0.122,['am'],,,"Either the angels or I %is,are,am% hitchhiking to British Columbia.",265083,124,cloze,
2068,All,,,Charlie,null,filler_is,117,0.0-2.0-0.123,['is'],,,"Charlie %is,are,am% focusing on the task at hand.",266434,125,cloze,
2068,All,,,the gremlin,the zoologists,critical,49,0.0-2.0-0.124,['are'],,,"Either the gremlin or the zoologists %is,are,am% designing a website.",267621,126,cloze,
2068,All,,,the police officer,the cashiers,critical,47,0.0-2.0-0.125,['are'],,,"Either the police officer or the cashiers %is,are,am% voting in favor of the proposition.",269708,127,cloze,
2068,All,,,I,we,filler_are,101,0.0-2.0-0.126,['are'],,,"Both I and we %is,are,am% traveling down Route 66.",271111,128,cloze,
2068,All,,,the detectives,the actresses,filler_are,107,0.0-2.0-0.127,['are'],,,"Both the detectives and the actresses %is,are,am% helping remove lice from a child's hair.",272777,129,cloze,
2068,All,,,we,the ladies,critical,28,0.0-2.0-0.128,['are'],,,"Either we or the ladies %is,are,am% exploring the ocean depths.",274175,130,cloze,
2068,All,,,the gamer,we,critical,39,0.0-2.0-0.129,['are'],,,"Either the gamer or we %is,are,am% teaching a class.",275335,131,cloze,
2068,All,[],demographics,,,,,0.0-3.0,"{'age': '26', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'This is my comment. ', 'language': 'No', 'education': 'Graduated college', 'other-language': 'Universal Grammar'}",47525,,,322950,132,survey,
2068,All,,thanks,,,,,0.0-4.0,0,1963,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,324915,133,html-button-response,
2071,All,,irb,,,,,0.0-0.0,0,5467,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,5482,0,html-button-response,
2071,All,,instructions,,,,,0.0-1.0, ,9943,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes each one.<br><br><strong>Please type the word 'is', 'are', or 'am' in the blank, then press ENTER when you're ready to move on to the next sentence.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,15427,1,html-keyboard-response,
2071,All,,,the nutritionists,we,critical,59,0.0-2.0-0.0,['are'],,,"Either the nutritionists or we %is,are,am% calling for help.",21291,2,cloze,
2071,All,,,the writer,the pilot,critical,42,0.0-2.0-0.1,['is'],,,"Either the writer or the pilot %is,are,am% dancing the Hula.",26295,3,cloze,
2071,All,,,the gamer,we,critical,39,0.0-2.0-0.2,['are'],,,"Either the gamer or we %is,are,am% teaching a class.",30169,4,cloze,
2071,All,,,I,null,filler_am,81,0.0-2.0-0.3,['am'],,,"I %is,are,am% working on my PhD.",32358,5,cloze,
2071,All,,,we,the lifeguards,filler_are,93,0.0-2.0-0.4,['are'],,,"Both we and the lifeguards %is,are,am% blowing kisses to the Queen.",35614,6,cloze,
2071,All,,,the cyclist,we,critical,38,0.0-2.0-0.5,['are'],,,"Either the cyclist or we %is,are,am% running the meeting.",38617,7,cloze,
2071,All,,,Olive,null,filler_is,129,0.0-2.0-0.6,['is'],,,"Olive %is,are,am% shopping online for linen shirts.",41840,8,cloze,
2071,All,,,the architect,the visitor,critical,40,0.0-2.0-0.7,['is'],,,"Either the architect or the visitor %is,are,am% camping in the Redwood forest.",47831,9,cloze,
2071,All,,,the librarian,we,critical,36,0.0-2.0-0.8,['are'],,,"Either the librarian or we %is,are,am% petting the cat.",50613,10,cloze,
2071,All,,,I,we,critical,4,0.0-2.0-0.9,['are'],,,"Either I or we %is,are,am% painting a masterpiece.",53411,11,cloze,
2071,All,,,the stunt doubles,the dog trainers,filler_are,92,0.0-2.0-0.10,['are'],,,"Both the stunt doubles and the dog trainers %is,are,am% reworking the building's evacuation plans.",59692,12,cloze,
2071,All,,,Tristan,null,filler_is,127,0.0-2.0-0.11,['is'],,,"Tristan %is,are,am% working on a new iPad.",63896,13,cloze,
2071,All,,,we,the diplomats,critical,27,0.0-2.0-0.12,['are'],,,"Either we or the diplomats %is,are,am% running for public office.",67126,14,cloze,
2071,All,,,I,we,critical,1,0.0-2.0-0.13,['are'],,,"Either I or we %is,are,am% going to the beach.",69821,15,cloze,
2071,All,,,I,null,filler_am,84,0.0-2.0-0.14,['am'],,,"I %is,are,am% laughing at myself in the mirror.",72131,16,cloze,
2071,All,,,Emily,I,filler_are,99,0.0-2.0-0.15,['are'],,,"Both Emily and I %is,are,am% waving through a window.",74732,17,cloze,
2071,All,,,I,null,filler_am,74,0.0-2.0-0.16,['am'],,,"I %is,are,am% conversing with my mother.",76733,18,cloze,
2071,All,,,Rachel,the fishers,filler_are,91,0.0-2.0-0.17,['are'],,,"Both Rachel and the fishers %is,are,am% planning a trip to Jupiter.",79787,19,cloze,
2071,All,,,we,the shoppers,filler_are,97,0.0-2.0-0.18,['are'],,,"Both we and the shoppers %is,are,am% playing Scrabble.",82866,20,cloze,
2071,All,,,the fisherman,I,critical,32,0.0-2.0-0.19,['am'],,,"Either the fisherman or I %is,are,am% ordering for the table.",86843,21,cloze,
2071,All,,,the hitchhikers,the hero,critical,60,0.0-2.0-0.20,['is'],,,"Either the hitchhikers or the hero %is,are,am% trying to remember the capital of Australia.",93451,22,cloze,
2071,All,,,I,we,critical,0,0.0-2.0-0.21,['are'],,,"Either I or we %is,are,am% eating the cake.",95667,23,cloze,
2071,All,,,I,the jugglers,critical,14,0.0-2.0-0.22,['are'],,,"Either I or the jugglers %is,are,am% helping the team win.",98557,24,cloze,
2071,All,,,we,the reporters,critical,26,0.0-2.0-0.23,['are'],,,"Either we or the reporters %is,are,am% celebrating the team's win.",103136,25,cloze,
2071,All,,,I,the banshee,critical,9,0.0-2.0-0.24,['is'],,,"Either I or the banshee %is,are,am% helping others.",108049,26,cloze,
2071,All,,,I,null,filler_am,83,0.0-2.0-0.25,['am'],,,"I %is,are,am% giving my partner a high-five.",110730,27,cloze,
2071,All,,,Isaac,null,filler_is,116,0.0-2.0-0.26,['is'],,,"Isaac %is,are,am% planning to move to Kansas.",112687,28,cloze,
2071,All,,,we,the taste tester,critical,23,0.0-2.0-0.27,['is'],,,"Either we or the taste tester %is,are,am% listening to Taylor's new album.",117323,29,cloze,
2071,All,,,Henry,null,filler_is,121,0.0-2.0-0.28,['is'],,,"Henry %is,are,am% arranging a bouquet.",119141,30,cloze,
2071,All,,,I,null,filler_am,78,0.0-2.0-0.29,['am'],,,"I %is,are,am% cooking dinner for my dog.",121512,31,cloze,
2071,All,,,the surfer,the ensemble members,critical,46,0.0-2.0-0.30,['are'],,,"Either the surfer or the ensemble members %is,are,am% climbing a mountain.",124549,32,cloze,
2071,All,,,the police officer,the cashiers,critical,47,0.0-2.0-0.31,['are'],,,"Either the police officer or the cashiers %is,are,am% voting in favor of the proposition.",128501,33,cloze,
2071,All,,,the programmers,I,critical,54,0.0-2.0-0.32,['am'],,,"Either the programmers or I %is,are,am% conducting an experiment.",133947,34,cloze,
2071,All,,,we,I,critical,16,0.0-2.0-0.33,['am'],,,"Either we or I %is,are,am% building the Lego set.",137206,35,cloze,
2071,All,,,we,the customers,critical,29,0.0-2.0-0.34,['are'],,,"Either we or the customers %is,are,am% baking cookies.",140806,36,cloze,
